Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.32,2017-11-06,2017-12-14,Regular Cash,2018-01-02,Quarter,2017-12-15
0.32,2017-07-10,2017-09-14,Regular Cash,2017-10-02,Quarter,2017-09-15
0.32,2017-05-11,2017-06-13,Regular Cash,2017-07-03,Quarter,2017-06-15
0.32,2017-02-23,2017-03-13,Regular Cash,2017-04-03,Quarter,2017-03-15
0.305,2016-11-03,2016-12-13,Regular Cash,2017-01-02,Quarter,2016-12-15
0.305,2016-07-11,2016-09-13,Regular Cash,2016-10-03,Quarter,2016-09-15
0.305,2016-05-10,2016-06-13,Regular Cash,2016-07-01,Quarter,2016-06-15
0.305,2016-02-26,2016-03-14,Regular Cash,2016-04-01,Quarter,2016-03-16
0.29,2015-10-05,2015-12-11,Regular Cash,2016-01-04,Quarter,2015-12-15
0.29,2015-07-09,2015-09-14,Regular Cash,2015-10-01,Quarter,2015-09-16
0.29,2015-05-05,2015-06-12,Regular Cash,2015-07-01,Quarter,2015-06-16
0.29,2015-02-24,2015-03-12,Regular Cash,2015-04-01,Quarter,2015-03-16
0.275,2014-10-14,2014-12-11,Regular Cash,2015-01-02,Quarter,2014-12-15
0.275,2014-07-14,2014-09-11,Regular Cash,2014-10-01,Quarter,2014-09-15
0.275,2014-05-13,2014-06-11,Regular Cash,2014-07-01,Quarter,2014-06-13
0.275,2014-02-25,2014-03-12,Regular Cash,2014-04-01,Quarter,2014-03-14
0.24,2013-10-07,2013-12-11,Regular Cash,2014-01-02,Quarter,2013-12-13
0.24,2013-07-10,2013-09-11,Regular Cash,2013-10-01,Quarter,2013-09-13
0.24,2013-05-07,2013-06-12,Regular Cash,2013-07-01,Quarter,2013-06-14
0.24,2013-02-12,2013-03-13,Regular Cash,2013-04-01,Quarter,2013-03-15
0.2,2012-10-09,2012-12-12,Regular Cash,2013-01-01,Quarter,2012-12-14
0.2,2012-07-12,2012-09-12,Regular Cash,2012-10-01,Quarter,2012-09-15
0.2,2012-05-09,2012-06-13,Regular Cash,2012-07-01,Quarter,2012-06-15
0.2,2012-02-15,2012-03-13,Regular Cash,2012-04-01,Quarter,2012-03-15
0.175,2011-10-13,2011-12-13,Regular Cash,2012-01-01,Quarter,2011-12-15
0.165,2011-07-12,2011-09-13,Regular Cash,2011-10-01,Quarter,2011-09-15
0.165,2011-05-11,2011-06-13,Regular Cash,2011-07-01,Quarter,2011-06-15
0.165,2011-02-16,2011-03-11,Regular Cash,2011-04-01,Quarter,2011-03-15
0.14,2010-10-15,2010-12-13,Regular Cash,2011-01-01,Quarter,2010-12-15
0.14,2010-07-28,2010-09-13,Regular Cash,2010-10-01,Quarter,2010-09-15
0.14,2010-04-19,2010-06-11,Regular Cash,2010-07-01,Quarter,2010-06-15
0.14,2010-02-17,2010-03-11,Regular Cash,2010-04-01,Quarter,2010-03-15
